"length","weight","sex","maturity"
21,70.6,"M","2"
21,69.6,"M","1"
38,501.6,"M","2"
31,206.3,"F","1"
20,60.3,"F","2"
15,30.9,"F","2"
19,57.8,"M","1"
15,26.6,"M","1"
35,299.4,"M","4"
22,67,"F","1"
31,246,"M","2"
26,120.5,"F","4"
27,145.6,"F","4"
26,130.8,"F","1"
40,473,"M","4"
28,159.8,"M","3"
35,308.7,"M","1"
22,70.2,"F","4"
24,106.9,"M","2"
32,257.8,"M","3"
18,48.5,"F","2"
38,394.8,"M","3"
20,51.2,"F","1"
14,19.4,"M","4"
34,255,"M","3"
22,99.2,"M","3"
21,86.3,"F","2"
33,217.6,"M","3"
33,298.2,"F","1"
26,132.2,"F","2"
36,393.6,"M","3"
25,105.6,"M","3"
18,40.4,"F","2"
36,415.6,"M","4"
35,268.8,"F","1"
34,294.7,"F","2"
21,69.2,"F","1"
39,356.9,"F","4"
17,33.4,"F","2"
20,61.2,"M","2"
13,16.7,"M","4"
18,37.5,"M","1"
38,436.7,"F","3"
20,58.1,"F","3"
38,380.2,"F","4"
36,352.8,"F","4"
25,117.5,"M","1"
35,318.9,"M","1"
9,5.2,"F","2"
27,179.4,"F","2"
27,154.7,"M","3"
19,53.7,"F","3"
27,151.7,"F","4"
33,273.3,"F","1"
24,111.6,"F","2"
22,77.8,"F","3"
33,259.5,"F","4"
28,129.7,"M","2"
37,257.4,"M","3"
34,274.1,"M","1"
38,448.1,"M","4"
17,42.5,"F","2"
34,362.7,"M","2"
32,243.3,"F","1"
39,410.6,"F","1"
23,75.7,"F","2"
35,328.4,"M","2"
33,290.4,"F","1"
30,193,"M","3"
22,72.3,"M","4"
30,174,"M","3"
36,276.8,"F","4"
32,207.8,"M","3"
30,199.2,"M","2"
24,90.5,"M","3"
13,18.1,"F","3"
36,254.2,"F","1"
16,32,"M","3"
21,62.3,"F","4"
17,42.3,"F","1"
40,439.3,"F","1"
24,136,"M","3"
23,75.1,"M","2"
34,276.7,"M","3"
37,332.8,"F","4"
28,154.2,"F","4"
23,99,"F","2"
10,8.1,"F","3"
27,134.1,"M","3"
22,72.2,"F","1"
22,74.8,"M","1"
35,273.3,"F","3"
15,27.6,"M","2"
25,107.5,"M","1"
34,251.8,"F","1"
24,111.5,"M","4"
16,35,"M","3"
16,33.9,"M","3"
17,32.7,"M","3"
25,93.2,"F","1"
32,226.1,"M","1"
27,146.1,"M","4"
19,54.7,"F","3"
38,359.7,"M","1"
27,152.2,"M","4"
24,107.2,"F","4"
28,183.3,"F","1"
39,387.2,"F","3"
13,18.5,"M","1"
19,57.3,"M","4"
37,402.6,"F","3"
25,103.4,"M","1"
22,71,"F","2"
24,114.8,"M","2"
22,85.3,"F","3"
36,310.2,"M","2"
14,24.4,"F","3"
21,64.2,"F","1"
22,63.7,"M","2"
29,188,"F","1"
31,199.6,"M","4"
12,12.4,"M","3"
16,31.1,"M","1"
10,7.6,"F","4"
36,364.6,"F","1"
22,69.5,"M","3"
18,50.2,"M","1"
17,32.3,"M","3"
25,125.7,"F","1"
17,37.4,"F","2"
42,501.2,"F","1"
37,341.9,"M","2"
28,141.2,"F","2"
22,80.6,"M","4"
20,56.1,"F","1"
32,220.4,"M","2"
19,42.1,"F","4"
18,37.7,"F","3"
29,206,"F","4"
30,210.2,"F","3"
35,266.6,"M","2"
31,212.5,"F","1"
22,83.6,"M","1"
40,337.3,"F","3"
43,481.5,"M","1"
33,254.4,"F","3"
36,282.7,"M","3"
28,204.7,"F","2"
29,192.5,"M","1"
32,262.9,"M","3"
30,269.4,"F","1"
30,195.8,"M","1"
35,295,"M","2"
41,442.5,"M","3"
23,79.9,"M","4"
31,210.7,"M","1"
24,103.7,"F","2"
12,14,"F","2"
39,443.1,"M","4"
30,184.9,"F","1"
32,279.4,"M","2"
36,319.4,"F","1"
38,478.8,"F","3"
28,166.9,"M","3"
21,76.9,"M","2"
19,63.2,"M","3"
18,47.3,"F","4"
26,120.7,"F","4"
33,282.1,"F","4"
24,125.9,"M","3"
27,158.4,"F","3"
22,94.9,"F","4"
22,65.9,"M","4"
26,131.4,"F","4"
43,606.9,"F","1"
29,158.3,"F","4"
38,452.3,"F","4"
27,137.4,"M","4"
30,168.1,"F","1"
15,24.3,"M","4"
33,284.5,"F","4"
38,387.7,"F","1"
37,295.9,"M","1"
26,129.8,"F","1"
22,53.1,"M","2"
35,344,"M","2"
21,58.6,"F","2"
20,60.1,"M","1"
25,118.3,"F","3"
31,197.3,"M","3"
29,172.5,"F","3"
32,219.2,"M","3"
27,122.8,"M","2"
14,20.8,"F","1"
34,233,"M","3"
14,23.3,"M","2"
29,162.5,"F","1"
17,42.2,"M","3"
27,126.8,"M","4"
38,395.3,"M","3"
29,199.1,"F","3"
23,87.1,"M","1"
36,291.8,"F","2"
30,156.6,"F","2"
20,58.3,"M","3"
29,182,"F","4"
40,428.2,"F","2"
26,103.8,"F","4"
34,281.5,"M","4"
26,124.6,"M","4"
33,248.8,"M","3"
39,396.6,"M","3"
39,366.1,"F","3"
32,249,"M","3"
41,498.2,"F","4"
14,16.9,"M","4"
27,124.1,"F","4"
16,36.4,"F","4"
30,235.3,"F","1"
14,20.8,"M","1"
25,123.7,"M","4"
41,545.6,"M","2"
38,363.4,"M","2"
21,75,"M","2"
32,223.2,"M","4"
40,407.2,"M","4"
20,62.7,"F","3"
21,74.4,"F","3"
25,123.3,"F","2"
32,230,"F","1"
24,107.1,"F","4"
27,151.8,"F","4"
32,241,"F","2"
23,88.5,"M","3"
31,206.6,"M","1"
29,165,"M","1"
26,127.1,"F","2"
31,203.3,"M","4"
37,318,"M","4"
30,198,"F","4"
24,88.2,"M","1"
17,30.8,"M","3"
30,205.9,"M","2"
27,143.3,"F","2"
30,188,"M","3"
24,101.9,"F","2"
23,96,"M","4"
32,224.3,"F","4"
38,366.7,"M","4"
8,4.1,"M","3"
37,359,"F","2"
36,332.5,"M","3"
27,136.4,"M","4"
23,98.6,"M","1"
29,198.1,"M","1"
19,50.8,"M","1"
30,149.8,"F","4"
14,19.3,"M","2"
40,390.8,"M","2"
8,3.9,"F","1"
36,384.6,"M","3"
33,239.2,"F","2"
37,427.8,"F","4"
24,121.7,"F","1"
30,174.1,"F","3"
13,17.4,"M","4"
17,33.9,"F","2"
35,290.5,"F","2"
14,22.3,"F","1"
30,204.3,"M","3"
21,75.5,"F","1"
29,154.6,"M","4"
14,19.7,"F","4"
20,63.5,"F","1"
30,180.3,"F","4"
36,337.2,"M","2"
31,207.5,"F","3"
16,31.6,"F","1"
30,193.2,"M","3"
11,12.3,"F","3"
32,248.8,"M","3"
24,85.9,"F","2"
25,102.2,"M","4"
35,297.3,"M","1"
9,6.4,"M","4"
37,336.3,"M","4"
40,468.7,"F","1"
26,115.6,"F","2"
21,66.7,"F","1"
10,8.2,"F","1"
18,44.5,"F","1"
31,198.7,"M","3"
32,190.7,"M","1"
26,110.4,"F","1"
35,325,"F","4"
34,267,"F","3"
26,157.1,"F","1"
38,346,"M","2"
25,124.5,"M","1"
33,195.8,"M","1"
36,403.5,"F","4"
39,408.8,"F","1"
11,10.5,"F","4"
22,79.7,"F","3"
18,44.7,"M","4"
22,94.8,"M","1"
25,111.5,"M","4"
40,425,"F","4"
28,165.4,"F","2"
34,253,"M","4"
21,72.7,"M","1"
38,423.1,"F","4"
30,173.9,"F","2"
24,91.8,"F","1"
20,74.9,"F","2"
39,402.4,"M","1"
18,45.9,"F","3"
31,203.4,"M","4"
19,45.1,"F","1"
27,165.4,"F","3"
34,212.7,"F","2"
35,226.8,"M","1"
39,418,"F","2"
36,388.1,"F","1"
16,26.2,"M","3"
26,135.6,"M","3"
40,490.4,"M","3"
16,42.9,"M","3"
32,252.9,"F","4"
17,34.6,"M","1"
34,303.3,"F","3"
13,18.2,"F","4"
31,214.1,"M","2"
24,74.1,"F","4"
28,181.6,"M","4"
23,101.5,"M","2"
29,171.8,"F","4"
25,111.4,"M","4"
38,426.4,"F","4"
42,467.5,"F","2"
38,460.4,"M","4"
20,61.5,"F","4"
27,140.3,"M","1"
8,4.9,"F","3"
35,271,"F","4"
34,329.3,"M","4"
18,47.7,"M","3"
34,288,"M","3"
37,338.9,"F","4"
18,47.2,"F","1"
35,235.4,"M","3"
20,58.5,"M","4"
35,292.1,"F","4"
31,187.8,"F","3"
26,134.5,"F","3"
13,14,"F","2"
14,23.2,"M","2"
13,16.7,"F","3"
27,137,"M","4"
37,390.6,"F","4"
31,191.7,"M","1"
28,171.2,"M","4"
36,293.5,"M","4"
16,30.5,"M","1"
19,52.8,"M","3"
35,280.4,"F","1"
17,33,"M","4"
24,96.5,"F","4"
21,77.2,"F","2"
28,155.5,"M","3"
28,113.3,"F","3"
37,336.3,"M","1"
23,85.3,"F","4"
39,463,"F","1"
27,125.9,"F","1"
16,28.5,"M","1"
31,233.1,"F","1"
29,211.1,"M","1"
34,252.7,"M","1"
33,246.7,"F","1"
32,215.1,"F","1"
35,346.3,"M","4"
29,187.5,"F","4"
25,106.8,"M","3"
33,292.7,"M","4"
23,101,"F","2"
40,390.3,"F","4"
37,341.5,"M","1"
26,142.8,"F","1"
26,137.6,"F","1"
41,433.1,"F","4"
34,285.8,"F","1"
22,91.6,"M","2"
27,150,"M","1"
37,299.9,"F","1"
23,90.8,"M","2"
32,208.2,"M","2"
18,50.5,"M","4"
35,272.6,"M","2"
27,129.7,"F","4"
28,153.7,"F","2"
31,206.6,"M","4"
35,325.9,"M","1"
37,310.5,"F","3"
31,199.8,"F","1"
24,87.3,"M","1"
33,240.4,"M","1"
28,162.6,"M","2"
39,543.4,"F","4"
12,13.4,"M","3"
25,110.2,"F","4"
33,264.3,"F","3"
29,145.2,"F","4"
25,140.3,"M","2"
19,40.3,"M","2"
16,39.7,"F","3"
19,46.8,"M","3"
41,488.7,"M","4"
26,136.1,"F","4"
37,306.4,"M","1"
35,285.6,"F","1"
15,24.8,"M","3"
37,429,"F","4"
11,10,"M","2"
40,402,"M","2"
16,31.8,"F","4"
37,388.2,"F","4"
27,166.2,"F","4"
37,361.6,"F","4"
25,116.2,"M","2"
19,59.8,"F","3"
37,383.6,"F","3"
20,58.4,"M","4"
23,95.4,"M","4"
23,77.5,"M","4"
26,119.4,"M","2"
25,97.1,"F","2"
42,431.8,"F","1"
33,237.4,"M","2"
18,42.4,"M","2"
34,260.4,"M","1"
17,32.3,"F","3"
8,4.2,"F","2"
34,262.2,"M","4"
38,337,"M","2"
16,31.9,"M","3"
41,592.9,"M","2"
31,210.2,"F","4"
36,314.4,"F","2"
22,76.1,"M","1"
28,122.3,"F","4"
33,219.2,"F","3"
25,100.1,"M","1"
32,233.2,"M","4"
32,224.2,"M","4"
30,184.9,"M","2"
22,93.7,"F","4"
18,47.9,"F","2"
22,70.2,"F","3"
20,50.9,"M","4"
41,401.9,"M","2"
18,39.7,"F","1"
31,207.3,"M","2"
24,94.8,"F","3"
24,98.6,"M","4"
16,30.9,"M","4"
29,171.9,"F","3"
30,197.6,"F","2"
41,481.2,"F","1"
22,68.1,"M","4"
20,61.3,"F","2"
16,32.1,"F","3"
34,268.5,"M","2"
11,12.3,"F","2"
30,196.2,"M","3"
39,487.4,"F","3"
34,254.3,"M","4"
40,434.6,"F","2"
37,434.2,"F","2"
26,124.4,"M","3"
20,62.9,"M","3"
11,9.4,"F","3"
20,67.3,"M","2"
32,219.7,"F","4"
33,252.6,"F","4"
38,428.5,"F","4"
39,393.9,"M","2"
31,210,"M","1"
8,4.5,"F","2"
31,179,"F","4"
31,228.3,"M","3"
36,345.6,"F","2"
17,30,"M","1"
34,295.1,"F","1"
17,36.3,"F","1"
35,313.7,"M","4"
27,123.9,"M","3"
29,157.4,"M","3"
35,275.1,"F","3"
28,161.2,"M","2"
29,162.2,"M","2"
32,232.9,"M","4"
24,93.1,"F","1"
32,284.9,"F","4"
22,83.1,"M","2"
15,29.2,"F","4"
40,456.1,"M","4"
30,210.6,"F","2"
38,367.4,"M","1"
21,70.7,"F","2"
39,415.7,"M","1"
16,38.1,"M","3"
12,15.4,"M","2"
21,74.4,"M","3"
23,85.7,"F","2"
32,230.8,"F","4"
32,227,"F","2"
33,227.1,"F","3"
40,347.6,"F","4"
37,408.7,"M","2"
28,139.7,"F","1"
35,236.9,"F","3"
28,189.6,"M","2"
33,300.8,"M","2"
21,77.7,"M","4"
42,581.4,"M","2"
41,461.7,"M","1"
24,97.2,"F","3"
34,242.3,"F","4"
34,250.6,"F","1"
21,63.5,"M","4"
37,318.8,"F","2"
33,284.9,"M","2"
15,27.9,"M","4"
38,344.6,"F","4"
28,177.2,"F","1"
22,75.2,"F","2"
24,115.8,"M","3"
16,28.6,"M","2"
26,119.9,"F","4"
24,100.5,"M","4"
31,213.9,"M","1"
21,64.7,"M","3"
16,38.4,"F","3"
11,10.8,"F","4"
26,137.5,"F","1"
43,474.2,"M","3"
37,345.6,"M","1"
30,174.6,"F","1"
12,13.3,"F","4"
36,356.8,"M","1"
13,16.7,"F","2"
20,48.8,"F","2"
33,238.6,"F","3"
22,78.6,"F","3"
23,82.9,"F","2"
18,50.1,"M","3"
42,599.4,"F","4"
32,226.4,"M","3"
32,238.2,"M","2"
24,99.5,"M","2"
26,129.2,"M","2"
29,164,"M","3"
35,264.5,"M","3"
25,109,"M","2"
32,253.1,"F","3"
28,147.4,"F","2"
24,95.1,"M","3"
10,7.9,"M","3"
21,66.1,"F","3"
31,208.2,"F","3"
35,324.9,"M","3"
16,36.4,"M","2"
31,191.1,"M","2"
15,23.8,"F","3"
25,112.7,"F","4"
24,100,"M","3"
9,7.2,"M","3"
20,62.5,"F","1"
31,250.8,"F","1"
27,155.2,"F","4"
21,79,"F","1"
34,294.2,"F","4"
29,130.8,"M","3"
32,225.9,"F","3"
13,16.2,"F","3"
31,181,"F","2"
26,122.6,"M","3"
33,256.7,"M","2"
31,190.2,"F","3"
20,57,"F","4"
41,633.8,"F","4"
27,149,"F","4"
30,157.4,"F","4"
25,106.4,"F","4"
35,343.5,"F","4"
39,433.3,"M","4"
37,400.9,"F","1"
30,192.8,"M","4"
27,130.3,"M","1"
33,225,"M","1"
28,128.2,"F","2"
32,236.8,"F","2"
18,41.7,"F","4"
17,30.2,"F","2"
34,254,"F","1"
39,438,"F","2"
29,165.1,"M","4"
25,114.8,"F","3"
18,44.6,"F","4"
34,267.4,"F","2"
35,306.6,"F","2"
31,221.4,"M","2"
21,65.2,"M","4"
32,271.8,"F","2"
22,76.9,"M","2"
33,242.3,"M","1"
28,140.8,"F","3"
25,130.6,"M","1"
19,54.6,"F","4"
22,69.4,"F","3"
34,252.9,"M","3"
24,117.3,"F","4"
19,55,"M","3"
23,86.3,"M","2"
12,13.1,"M","3"
23,84.5,"F","2"
28,198.6,"F","3"
22,80.7,"M","4"
17,44.4,"F","1"
33,272.3,"F","4"
28,177,"F","2"
16,29.4,"F","4"
18,39.1,"M","2"
28,188.4,"F","3"
36,329.2,"M","4"
31,267.1,"M","3"
22,84.3,"M","1"
9,6.7,"F","4"
24,102.4,"F","3"
15,28.4,"F","2"
20,56.2,"F","1"
10,8.2,"F","1"
35,312.8,"F","3"
30,196.8,"F","2"
13,18.2,"M","3"
26,126.1,"M","3"
37,322,"M","3"
36,318.4,"F","2"
29,197.4,"M","2"
25,127.2,"M","3"
42,618.3,"M","2"
20,61.3,"F","4"
41,464.5,"M","1"
36,328.1,"M","2"
32,193.4,"F","3"
42,467,"F","3"
36,338.9,"F","4"
19,49.3,"F","2"
15,22.4,"F","2"
33,253,"F","3"
28,166.6,"F","1"
39,438.5,"F","2"
36,321.4,"F","2"
16,33.2,"F","1"
34,249.4,"F","4"
28,187.8,"F","2"
34,284.1,"M","2"
22,76.3,"F","3"
28,164.9,"M","1"
8,3.6,"F","2"
22,69.3,"F","3"
31,200,"M","2"
33,263.6,"F","4"
29,142.7,"F","2"
23,94.4,"F","1"
18,46.3,"M","3"
22,82.8,"F","3"
30,190.7,"M","1"
34,256.1,"F","1"
29,189.1,"F","4"
31,213,"M","2"
33,246.5,"M","4"
29,141.8,"F","1"
31,185.5,"F","2"
30,180.8,"M","1"
39,371.4,"F","4"
30,234.6,"F","2"
17,28.8,"F","4"
21,70.7,"F","3"
29,156.2,"F","1"
29,159.2,"M","1"
40,534.6,"M","2"
19,61.5,"M","1"
37,323.2,"F","1"
21,69.7,"F","1"
32,248.1,"F","1"
8,3.8,"F","4"
37,370.5,"M","2"
35,330.8,"F","2"
22,81.4,"M","2"
31,193.6,"F","4"
31,222.9,"M","1"
36,292.7,"M","1"
41,415,"F","3"
35,309.6,"M","1"
40,613.9,"M","1"
31,179.2,"F","3"
14,22.3,"F","3"
37,373.2,"F","3"
29,185.1,"M","3"
26,146.5,"M","1"
28,132.8,"M","4"
39,361,"F","3"
32,224.2,"F","1"
32,258.4,"M","4"
32,201.7,"M","1"
33,262.6,"M","1"
28,162.7,"M","3"
24,90.8,"M","2"
26,97.6,"M","4"
19,46.5,"M","4"
15,28.3,"F","4"
27,150.5,"M","3"
24,100.8,"M","2"
20,59.3,"F","1"
24,97.2,"F","2"
36,358.8,"F","2"
34,252.9,"F","2"
33,275.5,"M","1"
11,9.1,"F","2"
30,196.9,"F","1"
39,480.4,"M","3"
43,487.6,"M","4"
11,9.7,"F","4"
18,37.9,"F","1"
21,63.3,"F","2"
38,465.8,"F","4"
31,197.6,"F","3"
23,76.6,"F","1"
20,51.5,"F","1"
35,332.7,"F","1"
30,186.4,"F","3"
24,98.1,"F","2"
28,133.1,"F","4"
38,490.9,"F","2"
29,161,"M","1"
23,95.1,"M","3"
35,235.7,"F","4"
31,201.5,"F","3"
33,278.9,"F","1"
16,32.5,"F","2"
17,51.8,"F","4"
36,342.7,"F","4"
35,403.5,"M","3"
14,22.1,"F","1"
29,155,"F","4"
34,324,"M","4"
16,30.1,"F","3"
14,23.4,"F","1"
8,3.6,"F","3"
33,279.8,"M","1"
28,150.3,"F","1"
20,63.9,"M","2"
31,190.1,"F","2"
34,308.6,"F","4"
22,77.6,"F","4"
20,70.4,"F","1"
39,371.4,"M","1"
19,43.3,"M","2"
14,21.3,"M","4"
33,208.8,"M","3"
27,128.7,"F","1"
20,57.3,"F","2"
41,429.6,"M","1"
26,136.8,"M","4"
22,81.2,"M","1"
28,167.7,"F","2"
38,419,"F","3"
32,271.6,"F","1"
32,230.5,"M","1"
33,204.7,"F","2"
36,326.8,"F","2"
19,52.7,"M","4"
25,100.9,"M","2"
37,385.9,"M","2"
30,204.8,"M","1"
19,52.7,"M","3"
15,22.9,"M","1"
21,57.9,"F","2"
17,35.8,"M","2"
29,143.8,"M","3"
20,62.1,"F","2"
37,323.4,"F","2"
35,368.6,"F","3"
37,342.7,"M","2"
25,116.1,"F","4"
24,105.4,"F","3"
28,193.7,"M","1"
13,20.9,"F","3"
14,22,"F","3"
28,152.8,"M","4"
32,279.3,"F","2"
14,19.6,"F","2"
34,299,"F","1"
37,368.4,"F","1"
18,52.1,"F","1"
39,343.6,"M","3"
32,234.2,"F","3"
35,347.3,"F","3"
10,7.3,"F","4"
22,71.4,"M","4"
33,220.7,"F","3"
42,469.9,"M","3"
13,15.9,"F","4"
20,57.4,"F","1"
18,45.4,"F","4"
19,46.1,"F","2"
31,221.3,"M","1"
17,35.4,"F","4"
42,507.9,"F","4"
33,242.7,"M","4"
31,218.7,"F","3"
20,61.7,"M","3"
33,325.5,"F","1"
11,10.5,"F","3"
26,114.4,"M","2"
33,257.3,"M","3"
20,60.6,"F","1"
8,3.7,"F","1"
18,51.2,"M","1"
23,104.3,"M","3"
36,416.2,"M","2"
19,60.7,"F","4"
28,141.1,"F","1"
13,17.9,"F","2"
33,281.8,"M","4"
25,98.8,"F","2"
17,35,"M","3"
31,177.9,"F","2"
39,448.6,"M","2"
8,3.8,"M","2"
29,188.7,"M","4"
37,338.5,"F","1"
38,328.5,"M","3"
25,86.2,"M","4"
33,219.5,"F","3"
23,75.2,"M","3"
35,257,"F","4"
18,39.3,"M","2"
15,21.5,"F","2"
39,345.3,"F","2"
25,92,"M","4"
28,157.3,"F","2"
42,547.1,"F","2"
8,3.8,"F","4"
35,251.6,"F","1"
32,194.1,"M","4"
32,229.3,"F","2"
14,20.2,"F","2"
36,303.8,"M","1"
29,212,"F","2"
37,363.8,"F","2"
23,75.4,"M","1"
32,232.9,"M","1"
32,248,"F","4"
32,269.7,"M","2"
36,262.3,"F","2"
32,194.8,"M","1"
26,122,"F","3"
14,20.9,"F","4"
31,179.4,"M","3"
26,122,"M","2"
28,154.8,"M","3"
35,318.9,"F","3"
25,108.4,"M","3"
30,200.2,"F","2"
28,171.3,"M","3"
33,229.8,"F","2"
15,27.2,"F","2"
32,216.2,"F","2"
19,45.3,"F","4"
36,279.4,"M","3"
37,346.5,"F","1"
28,168,"M","3"
38,372.7,"M","3"
18,48.2,"F","3"
29,168.5,"M","4"
18,47.8,"M","1"
28,196.1,"F","1"
26,136.8,"F","1"
30,177.6,"M","3"
29,198.2,"F","4"
17,38.6,"M","3"
18,44.3,"M","4"
11,9.7,"M","4"
23,98.4,"F","2"
31,207,"F","2"
27,153.8,"F","2"
34,269.2,"F","4"
11,8.1,"M","2"
25,114.4,"M","2"
37,395.5,"F","3"
24,113.6,"F","1"
34,289.3,"M","3"
39,388.2,"F","1"
34,253.8,"F","1"
35,269,"F","3"
41,454.9,"M","2"
32,236.2,"F","3"
23,87.6,"M","1"
32,238.2,"M","3"
30,178.9,"M","2"
13,19.4,"M","1"
22,84.8,"M","3"
35,390.3,"F","2"
35,373.4,"M","3"
36,284.1,"F","3"
12,15.1,"F","2"
32,217,"F","2"
25,107.5,"M","4"
37,325.1,"F","3"
21,73.3,"F","2"
29,162.9,"F","2"
37,357.7,"M","3"
16,28.6,"M","4"
39,496.4,"M","4"
35,249.4,"F","1"
23,85.5,"M","1"
37,301.3,"F","2"
34,326.2,"F","3"
20,61.5,"M","1"
26,129.2,"F","4"
29,194.9,"M","2"
10,8.8,"F","2"
16,37,"M","3"
19,46.8,"F","1"
34,323.3,"M","3"
37,369.7,"M","1"
33,238.3,"M","4"
23,81.1,"M","1"
31,187.9,"F","2"
10,7.4,"F","4"
37,307.8,"M","4"
36,255,"F","4"
36,392.7,"F","1"
9,6.4,"F","2"
36,364.2,"F","2"
12,15.4,"M","2"
23,83,"F","4"
37,305.5,"F","1"
17,41.2,"M","2"
38,357.1,"M","4"
27,105,"M","4"
33,222.8,"M","2"
35,328.7,"M","2"
39,497,"F","3"
34,274.3,"M","4"
35,297.3,"M","2"
18,39.4,"F","1"
24,113.1,"F","1"
29,185,"F","1"
28,131.3,"F","3"
34,254.7,"M","3"
26,95.2,"F","3"
26,96.9,"M","2"
39,505.7,"M","2"
20,52.6,"F","4"
26,154.6,"F","2"
38,348.1,"M","4"
30,238.5,"F","3"
30,181.3,"F","1"
22,62.9,"F","2"
35,324.3,"F","2"
30,200.6,"M","2"
20,52.7,"M","1"
30,194.3,"F","3"
38,358.9,"M","3"
23,88.7,"M","1"
28,168.5,"F","2"
26,145.7,"M","2"
10,8.2,"M","2"
32,206.4,"M","3"
27,133.6,"M","3"
36,286.6,"F","2"
25,114.7,"F","1"
29,145.8,"F","2"
33,265.4,"F","4"
41,404.5,"M","2"
33,336.8,"F","4"
34,315.3,"M","3"
36,260.6,"F","2"
24,92.7,"M","2"
28,149.5,"F","3"
22,82.1,"F","1"
26,127.9,"F","3"
10,9.3,"F","1"
36,352.4,"M","3"
27,145.8,"F","1"
36,328.6,"F","2"
19,49.9,"M","4"
34,247.3,"M","4"
33,211.6,"F","2"
14,18.9,"F","3"
25,120.8,"M","1"
31,220.6,"M","1"
30,241.7,"M","3"
20,62.5,"F","1"
14,17.7,"F","3"
29,184.2,"M","4"
33,271.6,"M","4"
30,185.3,"F","1"
13,15.1,"M","1"
28,143.1,"F","2"
29,185.8,"F","4"
21,65.4,"F","2"
30,174.3,"F","3"
35,364.9,"F","3"
20,52,"M","2"
32,203.3,"M","3"
41,584.7,"M","1"
37,427.8,"M","1"
30,223.1,"F","2"
31,161.1,"M","4"
14,17.8,"M","1"
31,214.3,"F","2"
17,41.8,"M","3"
25,116.8,"F","1"
33,260.9,"F","3"
23,65.5,"M","1"
37,358.4,"F","2"
27,131.5,"F","2"
24,98,"F","1"
30,194,"M","4"
22,67.8,"M","4"
34,329.9,"M","4"
26,142.8,"M","1"
20,58.3,"M","1"
27,145.2,"F","2"
33,246,"F","3"
24,75.5,"M","4"
19,40.2,"F","2"
28,158.1,"M","4"
25,112.2,"M","3"
27,159.3,"F","4"
35,324.1,"F","1"
36,352.7,"F","2"
30,167.1,"F","1"
40,424.8,"F","4"
33,307.9,"F","4"
29,174,"M","1"
33,192.9,"M","1"
36,342.3,"F","3"
32,210.7,"M","3"
29,151.3,"F","4"
29,195.6,"M","2"
24,115.3,"F","2"
17,45.9,"F","3"
28,163.4,"M","3"
15,25,"M","2"
26,135.4,"M","1"
40,432.9,"F","3"
32,192.3,"M","2"
38,344.8,"M","2"
23,93,"M","1"
35,315.4,"M","1"
28,154,"F","1"
20,82.5,"M","1"
28,178.8,"M","2"
22,86.3,"F","4"
14,24.6,"F","2"
16,31.8,"M","3"
36,232.3,"F","3"
28,174.9,"M","3"
32,239.7,"M","3"
20,56.6,"F","1"
24,116.9,"M","3"
15,30.9,"F","1"
28,167.8,"M","3"
26,124.2,"F","1"
27,139.9,"F","1"
18,41.4,"F","3"
28,167.1,"F","2"
18,33.5,"F","3"
28,164.2,"M","2"
22,67.9,"F","3"
26,129,"F","4"
25,116.8,"M","3"
35,301.4,"M","3"
29,158,"F","1"
40,550.3,"F","1"
28,141.3,"M","4"
30,187,"M","4"
18,48.2,"M","1"
37,386.2,"F","3"
28,174.5,"M","1"
30,230.8,"F","1"
29,181.3,"F","3"
20,50.5,"F","4"
33,251.3,"F","3"
21,80.1,"F","3"
20,54.7,"M","2"
26,122.9,"M","3"
32,209.3,"F","3"
30,214,"F","4"
26,106.1,"M","1"
24,105.3,"F","1"
20,60,"M","2"
38,385.2,"M","4"
15,21.4,"F","1"
35,272.4,"M","4"
33,214.5,"F","4"
37,380.9,"M","3"
27,136.2,"M","4"
43,624.4,"F","2"
37,347.2,"F","1"
32,263,"F","3"
12,13.3,"F","2"
26,110.4,"M","1"
26,126.4,"F","3"
32,219.7,"F","4"
21,74.5,"M","4"
31,222.3,"M","4"
39,546.5,"F","3"
26,129.9,"F","4"
17,38.6,"F","1"
40,456.2,"M","3"
23,71.8,"F","4"
31,234.3,"F","1"
37,336.7,"M","3"
24,108.4,"F","1"
15,33.8,"M","2"
22,72,"F","4"
37,418.7,"M","4"
33,283.1,"F","2"
21,86.5,"F","2"
26,142.3,"M","3"
16,37.1,"M","4"
21,58.4,"M","2"
43,547.4,"F","2"
28,203.3,"F","2"
39,361.4,"F","3"
22,76.5,"F","2"
14,21.8,"F","2"
37,280.7,"F","1"
18,45.7,"M","3"
34,244.3,"F","1"
32,221.1,"M","3"
39,400.9,"F","4"
35,288.4,"F","1"
8,4.3,"M","3"
22,89.9,"F","3"
35,299.4,"M","3"
25,115,"M","4"
27,125.2,"M","4"
33,246.8,"M","2"
23,87.9,"M","2"
28,154.2,"M","1"
29,161.5,"F","2"
27,163.7,"M","2"
33,220.2,"F","4"
25,129.3,"M","3"
12,15,"M","1"
41,453.9,"M","1"
16,33.2,"F","2"
25,106.1,"F","4"
16,32.8,"F","4"
15,23.5,"F","1"
27,135.2,"M","1"
23,73,"M","4"
38,451.7,"F","3"
34,242.9,"M","2"
32,227.9,"M","2"
9,5.7,"F","1"
25,87.3,"F","4"
30,247.7,"M","4"
32,263.4,"F","4"
18,46.8,"M","3"
34,307.7,"F","4"
23,81.7,"M","4"
32,254.6,"F","1"
24,111.2,"M","2"
14,23.4,"M","2"
